entity,entity_type,as_of_date,window,metric,source_record_count,max_source_outcome_date,leakage_status
"DESIGN KM 
40.000/EXISTING KM 288.510",Agency,2025-11,lifetime,agency_historical_priors,1,2024-02,PASS
"DESIGN KM 
40.000/EXISTING KM 288.510",Agency,2025-11,10y,agency_historical_priors,1,2024-02,PASS
"DESIGN KM 
40.000/EXISTING KM 288.510",Agency,2025-11,5y,agency_historical_priors,1,2024-02,PASS
"DESIGN KM 
40.000/EXISTING KM 288.510",Agency,2025-11,3y,agency_historical_priors,1,2024-02,PASS
"DESIGN KM    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2024-03,PASS
"DESIGN KM    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,10y,agency_historical_priors,1,2024-03,PASS
"DESIGN KM    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,5y,agency_historical_priors,1,2024-03,PASS
"DESIGN KM    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,3y,agency_historical_priors,1,2024-03,PASS
"DESIGN KM 0.000/EXISTING 
KM 158.000 OF NH-4",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 0.000/EXISTING 
KM 158.000 OF NH-4",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 0.000/EXISTING 
KM 158.000 OF NH-4",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 0.000/EXISTING 
KM 158.000 OF NH-4",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
DESIGN KM 10.670 TO KM 37.550,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 10.670 TO KM 37.550,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 10.670 TO KM 37.550,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 10.670 TO KM 37.550,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 1023.280,Agency,2025-11,lifetime,agency_historical_priors,1,2024-03,PASS
DESIGN KM 1023.280,Agency,2025-11,10y,agency_historical_priors,1,2024-03,PASS
DESIGN KM 1023.280,Agency,2025-11,5y,agency_historical_priors,1,2024-03,PASS
DESIGN KM 1023.280,Agency,2025-11,3y,agency_historical_priors,1,2024-03,PASS
"DESIGN KM 135.751 
EXISTING KM 140.873",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 135.751 
EXISTING KM 140.873",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 135.751 
EXISTING KM 140.873",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 135.751 
EXISTING KM 140.873",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 39.980 
EXISTING KM 44.757",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 39.980 
EXISTING KM 44.757",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 39.980 
EXISTING KM 44.757",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"DESIGN KM 39.980 
EXISTING KM 44.757",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
DESIGN KM 45.760 TO KM 63.530,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 45.760 TO KM 63.530,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 45.760 TO KM 63.530,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DESIGN KM 45.760 TO KM 63.530,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"DESIGN LENGTH 30.016 KMS    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"DESIGN LENGTH 30.016 KMS    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"DESIGN LENGTH 30.016 KMS    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"DESIGN LENGTH 30.016 KMS    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
DEVANPUR - KOTWA,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DEVANPUR - KOTWA,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DEVANPUR - KOTWA,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DEVANPUR - KOTWA,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCC,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCC,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCC,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCC,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCCIL,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCCIL,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCCIL,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DFCCIL,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHDT/DHDS,Agency,2025-11,lifetime,agency_historical_priors,1,2018-05,PASS
DHDT/DHDS,Agency,2025-11,10y,agency_historical_priors,1,2018-05,PASS
DHDT/DHDS,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHDT/DHDS,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHDT/PRIME G,Agency,2025-11,lifetime,agency_historical_priors,1,2019-10,PASS
DHDT/PRIME G,Agency,2025-11,10y,agency_historical_priors,1,2019-10,PASS
DHDT/PRIME G,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHDT/PRIME G,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHT,Agency,2025-11,lifetime,agency_historical_priors,1,2017-09,PASS
DHT,Agency,2025-11,10y,agency_historical_priors,1,2017-09,PASS
DHT,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DHT,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"DIGBOI MARKETING 
TERMINAL PROJECT",Agency,2025-11,lifetime,agency_historical_priors,1,2018-03,PASS
"DIGBOI MARKETING 
TERMINAL PROJECT",Agency,2025-11,10y,agency_historical_priors,1,2018-03,PASS
"DIGBOI MARKETING 
TERMINAL PROJECT",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"DIGBOI MARKETING 
TERMINAL PROJECT",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DIST RAIGAD,Agency,2025-11,lifetime,agency_historical_priors,1,2023-01,PASS
DIST RAIGAD,Agency,2025-11,10y,agency_historical_priors,1,2023-01,PASS
DIST RAIGAD,Agency,2025-11,5y,agency_historical_priors,1,2023-01,PASS
DIST RAIGAD,Agency,2025-11,3y,agency_historical_priors,1,2023-01,PASS
DJB,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DJB,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DJB,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DJB,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DL,Agency,2025-11,lifetime,agency_historical_priors,9,2024-03,PASS
DL,Agency,2025-11,10y,agency_historical_priors,6,2024-03,PASS
DL,Agency,2025-11,5y,agency_historical_priors,3,2024-03,PASS
DL,Agency,2025-11,3y,agency_historical_priors,3,2024-03,PASS
DMRC,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
DMRC,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DMRC,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DMRC,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"DORNALA T JUNCTION TO ATMAKUR S    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,lifetime,agency_historical_priors,1,2021-05,PASS
"DORNALA T JUNCTION TO ATMAKUR S    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,10y,agency_historical_priors,1,2021-05,PASS
"DORNALA T JUNCTION TO ATMAKUR S    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,5y,agency_historical_priors,1,2021-05,PASS
"DORNALA T JUNCTION TO ATMAKUR S    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DOUBL.,Agency,2025-11,lifetime,agency_historical_priors,1,2012-03,PASS
DOUBL.,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DOUBL.,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DOUBL.,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DOUBLING,Agency,2025-11,lifetime,agency_historical_priors,1,2018-10,PASS
DOUBLING,Agency,2025-11,10y,agency_historical_priors,1,2018-10,PASS
DOUBLING,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
DOUBLING,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
E,Agency,2025-11,lifetime,agency_historical_priors,1,2017-03,PASS
E,Agency,2025-11,10y,agency_historical_priors,1,2017-03,PASS
E,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
E,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAAA,Agency,2025-11,lifetime,agency_historical_priors,1,2024-04,PASS
EAAA,Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
EAAA,Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
EAAA,Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
EAST,Agency,2025-11,lifetime,agency_historical_priors,1,2018-10,PASS
EAST,Agency,2025-11,10y,agency_historical_priors,1,2018-10,PASS
EAST,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY (ECR) - II,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY (ECR) - II,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY (ECR) - II,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY (ECR) - II,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - I,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - I,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - I,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - I,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - II,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - II,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - II,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAY [ECR] - II,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST CENTRAL RAILWAYS,Agency,2025-11,lifetime,agency_historical_priors,4,2022-03,PASS
EAST CENTRAL RAILWAYS,Agency,2025-11,10y,agency_historical_priors,4,2022-03,PASS
EAST CENTRAL RAILWAYS,Agency,2025-11,5y,agency_historical_priors,3,2022-03,PASS
EAST CENTRAL RAILWAYS,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST COAST RAILWAY,Agency,2025-11,lifetime,agency_historical_priors,4,2023-10,PASS
EAST COAST RAILWAY,Agency,2025-11,10y,agency_historical_priors,4,2023-10,PASS
EAST COAST RAILWAY,Agency,2025-11,5y,agency_historical_priors,2,2023-10,PASS
EAST COAST RAILWAY,Agency,2025-11,3y,agency_historical_priors,1,2023-10,PASS
EAST COAST RAILWAY [ECOR] - II,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST COAST RAILWAY [ECOR] - II,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST COAST RAILWAY [ECOR] - II,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EAST COAST RAILWAY [ECOR] - II,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED,Agency,2025-11,lifetime,agency_historical_priors,1,2018-12,PASS
EASTERN COAL FIELDS LIMITED,Agency,2025-11,10y,agency_historical_priors,1,2018-12,PASS
EASTERN COAL FIELDS LIMITED,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED [ECL],Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED [ECL],Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED [ECL],Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN COAL FIELDS LIMITED [ECL],Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - I,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - I,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - I,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - I,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - II,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - II,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - II,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAY [ER] - II,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EASTERN RAILWAYS,Agency,2025-11,lifetime,agency_historical_priors,12,2024-03,PASS
EASTERN RAILWAYS,Agency,2025-11,10y,agency_historical_priors,11,2024-03,PASS
EASTERN RAILWAYS,Agency,2025-11,5y,agency_historical_priors,7,2024-03,PASS
EASTERN RAILWAYS,Agency,2025-11,3y,agency_historical_priors,4,2024-03,PASS
ECL,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL - CIL,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL - CIL,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL - CIL,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECL - CIL,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECOR,Agency,2025-11,lifetime,agency_historical_priors,1,2014-03,PASS
ECOR,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECOR,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECOR,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ECR,Agency,2025-11,lifetime,agency_historical_priors,2,2024-08,PASS
ECR,Agency,2025-11,10y,agency_historical_priors,2,2024-08,PASS
ECR,Agency,2025-11,5y,agency_historical_priors,2,2024-08,PASS
ECR,Agency,2025-11,3y,agency_historical_priors,2,2024-08,PASS
EDTK[MC]/RB,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
EDTK[MC]/RB,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EDTK[MC]/RB,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EDTK[MC]/RB,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EMPLOYEE'S STATE INSURANCE COMPANY [ESIC],Agency,2025-11,lifetime,agency_historical_priors,3,2025-09,PASS
EMPLOYEE'S STATE INSURANCE COMPANY [ESIC],Agency,2025-11,10y,agency_historical_priors,3,2025-09,PASS
EMPLOYEE'S STATE INSURANCE COMPANY [ESIC],Agency,2025-11,5y,agency_historical_priors,3,2025-09,PASS
EMPLOYEE'S STATE INSURANCE COMPANY [ESIC],Agency,2025-11,3y,agency_historical_priors,3,2025-09,PASS
END OF INTERCHANGE ON NH-166 NEAR VILLAGE MUI TO HARDEOGANJ VILLAGE NEAR INDERGARH,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
END OF INTERCHANGE ON NH-166 NEAR VILLAGE MUI TO HARDEOGANJ VILLAGE NEAR INDERGARH,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
END OF INTERCHANGE ON NH-166 NEAR VILLAGE MUI TO HARDEOGANJ VILLAGE NEAR INDERGARH,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
END OF INTERCHANGE ON NH-166 NEAR VILLAGE MUI TO HARDEOGANJ VILLAGE NEAR INDERGARH,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ENNORE PORT LTD.,Agency,2025-11,lifetime,agency_historical_priors,2,2013-03,PASS
ENNORE PORT LTD.,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ENNORE PORT LTD.,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ENNORE PORT LTD.,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"ENNORE TANK TERMINAL 
PVT.LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2013-03,PASS
"ENNORE TANK TERMINAL 
PVT.LTD.",Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"ENNORE TANK TERMINAL 
PVT.LTD.",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"ENNORE TANK TERMINAL 
PVT.LTD.",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EPC,Agency,2025-11,lifetime,agency_historical_priors,2,2023-03,PASS
EPC,Agency,2025-11,10y,agency_historical_priors,2,2023-03,PASS
EPC,Agency,2025-11,5y,agency_historical_priors,2,2023-03,PASS
EPC,Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
EPC MODE,Agency,2025-11,lifetime,agency_historical_priors,2,2020-03,PASS
EPC MODE,Agency,2025-11,10y,agency_historical_priors,2,2020-03,PASS
EPC MODE,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EPC MODE,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EPC(,Agency,2025-11,lifetime,agency_historical_priors,2,2020-03,PASS
EPC(,Agency,2025-11,10y,agency_historical_priors,2,2020-03,PASS
EPC(,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EPC(,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ER,Agency,2025-11,lifetime,agency_historical_priors,2,2019-06,PASS
ER,Agency,2025-11,10y,agency_historical_priors,2,2019-06,PASS
ER,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ER,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 43,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 43,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 43,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 43,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 44,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 44,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 44,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERES: 44,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"ERSTWHILE 
TIRUNELVELLI GIS",Agency,2025-11,lifetime,agency_historical_priors,1,2022-04,PASS
"ERSTWHILE 
TIRUNELVELLI GIS",Agency,2025-11,10y,agency_historical_priors,1,2022-04,PASS
"ERSTWHILE 
TIRUNELVELLI GIS",Agency,2025-11,5y,agency_historical_priors,1,2022-04,PASS
"ERSTWHILE 
TIRUNELVELLI GIS",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
ERSTWHILE NH-16,Agency,2025-11,lifetime,agency_historical_priors,1,2021-08,PASS
ERSTWHILE NH-16,Agency,2025-11,10y,agency_historical_priors,1,2021-08,PASS
ERSTWHILE NH-16,Agency,2025-11,5y,agency_historical_priors,1,2021-08,PASS
ERSTWHILE NH-16,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EW,Agency,2025-11,lifetime,agency_historical_priors,1,2011-06,PASS
EW,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EW,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EW,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"EX    (NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"EX    (NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"EX    (NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"EX    (NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
"EXCEPT     (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,lifetime,agency_historical_priors,1,2022-03,PASS
"EXCEPT     (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,10y,agency_historical_priors,1,2022-03,PASS
"EXCEPT     (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,5y,agency_historical_priors,1,2022-03,PASS
"EXCEPT     (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"EXCLUDING ROB AND ITS APPROACHES AT KM.404    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,lifetime,agency_historical_priors,1,2022-03,PASS
"EXCLUDING ROB AND ITS APPROACHES AT KM.404    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,10y,agency_historical_priors,1,2022-03,PASS
"EXCLUDING ROB AND ITS APPROACHES AT KM.404    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,5y,agency_historical_priors,1,2022-03,PASS
"EXCLUDING ROB AND ITS APPROACHES AT KM.404    (MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"EXIS    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"EXIS    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"EXIS    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"EXIS    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
"EXISTING CHAINAGE FROMKM.583.450    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2021-01,PASS
"EXISTING CHAINAGE FROMKM.583.450    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,10y,agency_historical_priors,1,2021-01,PASS
"EXISTING CHAINAGE FROMKM.583.450    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,5y,agency_historical_priors,1,2021-01,PASS
"EXISTING CHAINAGE FROMKM.583.450    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"EXISTING KM 0+000TO KM                            (NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
"EXISTING KM 0+000TO KM                            (NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
"EXISTING KM 0+000TO KM                            (NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
"EXISTING KM 0+000TO KM                            (NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
"EXISTING KM 140.000 TO KM 1    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2024-04,PASS
