entity,entity_type,as_of_date,window,metric,source_record_count,max_source_outcome_date,leakage_status
CIVIL AVIATION,Sector,2025-08,lifetime,sector_historical_priors,12,2022-11,PASS
CIVIL AVIATION,Sector,2025-08,10y,sector_historical_priors,7,2022-11,PASS
CIVIL AVIATION,Sector,2025-08,5y,sector_historical_priors,2,2022-11,PASS
CIVIL AVIATION,Sector,2025-08,3y,sector_historical_priors,1,2022-11,PASS
COAL,Sector,2025-08,lifetime,sector_historical_priors,43,2024-04,PASS
COAL,Sector,2025-08,10y,sector_historical_priors,36,2024-04,PASS
COAL,Sector,2025-08,5y,sector_historical_priors,18,2024-04,PASS
COAL,Sector,2025-08,3y,sector_historical_priors,6,2024-04,PASS
DEFENCE,Sector,2025-08,lifetime,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-08,10y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-08,5y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-08,3y,sector_historical_priors,1,2024-04,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-08,lifetime,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-08,10y,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-08,5y,sector_historical_priors,13,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-08,3y,sector_historical_priors,13,2024-02,PASS
MINES,Sector,2025-08,lifetime,sector_historical_priors,3,2017-11,PASS
MINES,Sector,2025-08,10y,sector_historical_priors,2,2017-11,PASS
MINES,Sector,2025-08,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
MINES,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PETROLEUM,Sector,2025-08,lifetime,sector_historical_priors,302,2024-05,PASS
PETROLEUM,Sector,2025-08,10y,sector_historical_priors,225,2024-05,PASS
PETROLEUM,Sector,2025-08,5y,sector_historical_priors,134,2024-05,PASS
PETROLEUM,Sector,2025-08,3y,sector_historical_priors,85,2024-05,PASS
PORTS,Sector,2025-08,lifetime,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-08,10y,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-08,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PORTS,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
POWER,Sector,2025-08,lifetime,sector_historical_priors,249,2024-04,PASS
POWER,Sector,2025-08,10y,sector_historical_priors,175,2024-04,PASS
POWER,Sector,2025-08,5y,sector_historical_priors,64,2024-04,PASS
POWER,Sector,2025-08,3y,sector_historical_priors,22,2024-04,PASS
RAILWAYS,Sector,2025-08,lifetime,sector_historical_priors,197,2024-04,PASS
RAILWAYS,Sector,2025-08,10y,sector_historical_priors,148,2024-04,PASS
RAILWAYS,Sector,2025-08,5y,sector_historical_priors,84,2024-04,PASS
RAILWAYS,Sector,2025-08,3y,sector_historical_priors,35,2024-04,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-08,lifetime,sector_historical_priors,66,2013-03,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-08,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-08,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-08,lifetime,sector_historical_priors,304,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-08,10y,sector_historical_priors,297,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-08,5y,sector_historical_priors,215,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-08,3y,sector_historical_priors,163,2024-04,PASS
SHIPPING,Sector,2025-08,lifetime,sector_historical_priors,26,2018-03,PASS
SHIPPING,Sector,2025-08,10y,sector_historical_priors,3,2018-03,PASS
SHIPPING,Sector,2025-08,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
SHIPPING,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
STEEL,Sector,2025-08,lifetime,sector_historical_priors,45,2023-09,PASS
STEEL,Sector,2025-08,10y,sector_historical_priors,30,2023-09,PASS
STEEL,Sector,2025-08,5y,sector_historical_priors,11,2023-09,PASS
STEEL,Sector,2025-08,3y,sector_historical_priors,2,2023-09,PASS
TELECOMMUNICATIONS,Sector,2025-08,lifetime,sector_historical_priors,61,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-08,10y,sector_historical_priors,9,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-08,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
TELECOMMUNICATIONS,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
UNKNOWN,Sector,2025-08,lifetime,sector_historical_priors,250,2025-07,PASS
UNKNOWN,Sector,2025-08,10y,sector_historical_priors,238,2025-07,PASS
UNKNOWN,Sector,2025-08,5y,sector_historical_priors,192,2025-07,PASS
UNKNOWN,Sector,2025-08,3y,sector_historical_priors,150,2025-07,PASS
URBAN DEVELOPMENT,Sector,2025-08,lifetime,sector_historical_priors,33,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-08,10y,sector_historical_priors,31,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-08,5y,sector_historical_priors,13,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-08,3y,sector_historical_priors,3,2024-03,PASS
WATER RESOURCES,Sector,2025-08,lifetime,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-08,10y,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-08,5y,sector_historical_priors,8,2022-03,PASS
WATER RESOURCES,Sector,2025-08,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-09,lifetime,sector_historical_priors,1,2013-02,PASS
ATOMIC ENERGY,Sector,2025-09,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
CENTRAL SECTOR,Sector,2025-09,lifetime,sector_historical_priors,674,2024-04,PASS
CENTRAL SECTOR,Sector,2025-09,10y,sector_historical_priors,609,2024-04,PASS
CENTRAL SECTOR,Sector,2025-09,5y,sector_historical_priors,470,2024-04,PASS
CENTRAL SECTOR,Sector,2025-09,3y,sector_historical_priors,339,2024-04,PASS
CIVIL AVIATION,Sector,2025-09,lifetime,sector_historical_priors,12,2022-11,PASS
CIVIL AVIATION,Sector,2025-09,10y,sector_historical_priors,6,2022-11,PASS
CIVIL AVIATION,Sector,2025-09,5y,sector_historical_priors,2,2022-11,PASS
CIVIL AVIATION,Sector,2025-09,3y,sector_historical_priors,1,2022-11,PASS
COAL,Sector,2025-09,lifetime,sector_historical_priors,43,2024-04,PASS
COAL,Sector,2025-09,10y,sector_historical_priors,35,2024-04,PASS
COAL,Sector,2025-09,5y,sector_historical_priors,17,2024-04,PASS
COAL,Sector,2025-09,3y,sector_historical_priors,6,2024-04,PASS
DEFENCE,Sector,2025-09,lifetime,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-09,10y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-09,5y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-09,3y,sector_historical_priors,1,2024-04,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-09,lifetime,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-09,10y,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-09,5y,sector_historical_priors,13,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-09,3y,sector_historical_priors,13,2024-02,PASS
MINES,Sector,2025-09,lifetime,sector_historical_priors,3,2017-11,PASS
MINES,Sector,2025-09,10y,sector_historical_priors,2,2017-11,PASS
MINES,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
MINES,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PETROLEUM,Sector,2025-09,lifetime,sector_historical_priors,302,2024-05,PASS
PETROLEUM,Sector,2025-09,10y,sector_historical_priors,221,2024-05,PASS
PETROLEUM,Sector,2025-09,5y,sector_historical_priors,130,2024-05,PASS
PETROLEUM,Sector,2025-09,3y,sector_historical_priors,79,2024-05,PASS
PORTS,Sector,2025-09,lifetime,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-09,10y,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PORTS,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
POWER,Sector,2025-09,lifetime,sector_historical_priors,249,2024-04,PASS
POWER,Sector,2025-09,10y,sector_historical_priors,174,2024-04,PASS
POWER,Sector,2025-09,5y,sector_historical_priors,61,2024-04,PASS
POWER,Sector,2025-09,3y,sector_historical_priors,22,2024-04,PASS
RAILWAYS,Sector,2025-09,lifetime,sector_historical_priors,197,2024-04,PASS
RAILWAYS,Sector,2025-09,10y,sector_historical_priors,148,2024-04,PASS
RAILWAYS,Sector,2025-09,5y,sector_historical_priors,84,2024-04,PASS
RAILWAYS,Sector,2025-09,3y,sector_historical_priors,35,2024-04,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-09,lifetime,sector_historical_priors,66,2013-03,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-09,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-09,lifetime,sector_historical_priors,304,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-09,10y,sector_historical_priors,297,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-09,5y,sector_historical_priors,215,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-09,3y,sector_historical_priors,160,2024-04,PASS
SHIPPING,Sector,2025-09,lifetime,sector_historical_priors,26,2018-03,PASS
SHIPPING,Sector,2025-09,10y,sector_historical_priors,3,2018-03,PASS
SHIPPING,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
SHIPPING,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
STEEL,Sector,2025-09,lifetime,sector_historical_priors,45,2023-09,PASS
STEEL,Sector,2025-09,10y,sector_historical_priors,30,2023-09,PASS
STEEL,Sector,2025-09,5y,sector_historical_priors,11,2023-09,PASS
STEEL,Sector,2025-09,3y,sector_historical_priors,2,2023-09,PASS
TELECOMMUNICATIONS,Sector,2025-09,lifetime,sector_historical_priors,61,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-09,10y,sector_historical_priors,9,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-09,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
TELECOMMUNICATIONS,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
UNKNOWN,Sector,2025-09,lifetime,sector_historical_priors,254,2025-08,PASS
UNKNOWN,Sector,2025-09,10y,sector_historical_priors,242,2025-08,PASS
UNKNOWN,Sector,2025-09,5y,sector_historical_priors,194,2025-08,PASS
UNKNOWN,Sector,2025-09,3y,sector_historical_priors,153,2025-08,PASS
URBAN DEVELOPMENT,Sector,2025-09,lifetime,sector_historical_priors,33,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-09,10y,sector_historical_priors,31,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-09,5y,sector_historical_priors,12,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-09,3y,sector_historical_priors,3,2024-03,PASS
WATER RESOURCES,Sector,2025-09,lifetime,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-09,10y,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-09,5y,sector_historical_priors,8,2022-03,PASS
WATER RESOURCES,Sector,2025-09,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-10,lifetime,sector_historical_priors,1,2013-02,PASS
ATOMIC ENERGY,Sector,2025-10,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
CENTRAL SECTOR,Sector,2025-10,lifetime,sector_historical_priors,674,2024-04,PASS
CENTRAL SECTOR,Sector,2025-10,10y,sector_historical_priors,609,2024-04,PASS
CENTRAL SECTOR,Sector,2025-10,5y,sector_historical_priors,470,2024-04,PASS
CENTRAL SECTOR,Sector,2025-10,3y,sector_historical_priors,339,2024-04,PASS
CIVIL AVIATION,Sector,2025-10,lifetime,sector_historical_priors,12,2022-11,PASS
CIVIL AVIATION,Sector,2025-10,10y,sector_historical_priors,6,2022-11,PASS
CIVIL AVIATION,Sector,2025-10,5y,sector_historical_priors,2,2022-11,PASS
CIVIL AVIATION,Sector,2025-10,3y,sector_historical_priors,1,2022-11,PASS
COAL,Sector,2025-10,lifetime,sector_historical_priors,43,2024-04,PASS
COAL,Sector,2025-10,10y,sector_historical_priors,35,2024-04,PASS
COAL,Sector,2025-10,5y,sector_historical_priors,17,2024-04,PASS
COAL,Sector,2025-10,3y,sector_historical_priors,6,2024-04,PASS
DEFENCE,Sector,2025-10,lifetime,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-10,10y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-10,5y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-10,3y,sector_historical_priors,1,2024-04,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-10,lifetime,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-10,10y,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-10,5y,sector_historical_priors,13,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-10,3y,sector_historical_priors,13,2024-02,PASS
MINES,Sector,2025-10,lifetime,sector_historical_priors,3,2017-11,PASS
MINES,Sector,2025-10,10y,sector_historical_priors,2,2017-11,PASS
MINES,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
MINES,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PETROLEUM,Sector,2025-10,lifetime,sector_historical_priors,302,2024-05,PASS
PETROLEUM,Sector,2025-10,10y,sector_historical_priors,220,2024-05,PASS
PETROLEUM,Sector,2025-10,5y,sector_historical_priors,130,2024-05,PASS
PETROLEUM,Sector,2025-10,3y,sector_historical_priors,78,2024-05,PASS
PORTS,Sector,2025-10,lifetime,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-10,10y,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PORTS,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
POWER,Sector,2025-10,lifetime,sector_historical_priors,249,2024-04,PASS
POWER,Sector,2025-10,10y,sector_historical_priors,171,2024-04,PASS
POWER,Sector,2025-10,5y,sector_historical_priors,61,2024-04,PASS
POWER,Sector,2025-10,3y,sector_historical_priors,21,2024-04,PASS
RAILWAYS,Sector,2025-10,lifetime,sector_historical_priors,197,2024-04,PASS
RAILWAYS,Sector,2025-10,10y,sector_historical_priors,148,2024-04,PASS
RAILWAYS,Sector,2025-10,5y,sector_historical_priors,84,2024-04,PASS
RAILWAYS,Sector,2025-10,3y,sector_historical_priors,35,2024-04,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-10,lifetime,sector_historical_priors,66,2013-03,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-10,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-10,lifetime,sector_historical_priors,304,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-10,10y,sector_historical_priors,297,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-10,5y,sector_historical_priors,215,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-10,3y,sector_historical_priors,152,2024-04,PASS
SHIPPING,Sector,2025-10,lifetime,sector_historical_priors,26,2018-03,PASS
SHIPPING,Sector,2025-10,10y,sector_historical_priors,3,2018-03,PASS
SHIPPING,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
SHIPPING,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
STEEL,Sector,2025-10,lifetime,sector_historical_priors,45,2023-09,PASS
STEEL,Sector,2025-10,10y,sector_historical_priors,28,2023-09,PASS
STEEL,Sector,2025-10,5y,sector_historical_priors,10,2023-09,PASS
STEEL,Sector,2025-10,3y,sector_historical_priors,2,2023-09,PASS
TELECOMMUNICATIONS,Sector,2025-10,lifetime,sector_historical_priors,61,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-10,10y,sector_historical_priors,9,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-10,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
TELECOMMUNICATIONS,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
UNKNOWN,Sector,2025-10,lifetime,sector_historical_priors,266,2025-09,PASS
UNKNOWN,Sector,2025-10,10y,sector_historical_priors,254,2025-09,PASS
UNKNOWN,Sector,2025-10,5y,sector_historical_priors,204,2025-09,PASS
UNKNOWN,Sector,2025-10,3y,sector_historical_priors,161,2025-09,PASS
URBAN DEVELOPMENT,Sector,2025-10,lifetime,sector_historical_priors,33,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-10,10y,sector_historical_priors,31,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-10,5y,sector_historical_priors,12,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-10,3y,sector_historical_priors,3,2024-03,PASS
WATER RESOURCES,Sector,2025-10,lifetime,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-10,10y,sector_historical_priors,9,2022-03,PASS
WATER RESOURCES,Sector,2025-10,5y,sector_historical_priors,8,2022-03,PASS
WATER RESOURCES,Sector,2025-10,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-11,lifetime,sector_historical_priors,1,2013-02,PASS
ATOMIC ENERGY,Sector,2025-11,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ATOMIC ENERGY,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
CENTRAL SECTOR,Sector,2025-11,lifetime,sector_historical_priors,674,2024-04,PASS
CENTRAL SECTOR,Sector,2025-11,10y,sector_historical_priors,609,2024-04,PASS
CENTRAL SECTOR,Sector,2025-11,5y,sector_historical_priors,470,2024-04,PASS
CENTRAL SECTOR,Sector,2025-11,3y,sector_historical_priors,339,2024-04,PASS
CIVIL AVIATION,Sector,2025-11,lifetime,sector_historical_priors,12,2022-11,PASS
CIVIL AVIATION,Sector,2025-11,10y,sector_historical_priors,5,2022-11,PASS
CIVIL AVIATION,Sector,2025-11,5y,sector_historical_priors,2,2022-11,PASS
CIVIL AVIATION,Sector,2025-11,3y,sector_historical_priors,1,2022-11,PASS
COAL,Sector,2025-11,lifetime,sector_historical_priors,43,2024-04,PASS
COAL,Sector,2025-11,10y,sector_historical_priors,35,2024-04,PASS
COAL,Sector,2025-11,5y,sector_historical_priors,15,2024-04,PASS
COAL,Sector,2025-11,3y,sector_historical_priors,6,2024-04,PASS
DEFENCE,Sector,2025-11,lifetime,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-11,10y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-11,5y,sector_historical_priors,1,2024-04,PASS
DEFENCE,Sector,2025-11,3y,sector_historical_priors,1,2024-04,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-11,lifetime,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-11,10y,sector_historical_priors,17,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-11,5y,sector_historical_priors,13,2024-02,PASS
HEALTH AND FAMILY WELFARE,Sector,2025-11,3y,sector_historical_priors,13,2024-02,PASS
MINES,Sector,2025-11,lifetime,sector_historical_priors,3,2017-11,PASS
MINES,Sector,2025-11,10y,sector_historical_priors,2,2017-11,PASS
MINES,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
MINES,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PETROLEUM,Sector,2025-11,lifetime,sector_historical_priors,302,2024-05,PASS
PETROLEUM,Sector,2025-11,10y,sector_historical_priors,220,2024-05,PASS
PETROLEUM,Sector,2025-11,5y,sector_historical_priors,130,2024-05,PASS
PETROLEUM,Sector,2025-11,3y,sector_historical_priors,78,2024-05,PASS
PORTS,Sector,2025-11,lifetime,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-11,10y,sector_historical_priors,1,2017-05,PASS
PORTS,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
PORTS,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
POWER,Sector,2025-11,lifetime,sector_historical_priors,249,2024-04,PASS
POWER,Sector,2025-11,10y,sector_historical_priors,170,2024-04,PASS
POWER,Sector,2025-11,5y,sector_historical_priors,61,2024-04,PASS
POWER,Sector,2025-11,3y,sector_historical_priors,21,2024-04,PASS
RAILWAYS,Sector,2025-11,lifetime,sector_historical_priors,197,2024-04,PASS
RAILWAYS,Sector,2025-11,10y,sector_historical_priors,148,2024-04,PASS
RAILWAYS,Sector,2025-11,5y,sector_historical_priors,84,2024-04,PASS
RAILWAYS,Sector,2025-11,3y,sector_historical_priors,35,2024-04,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-11,lifetime,sector_historical_priors,66,2013-03,PASS
ROAD TRANSPORT & HIGHWAYS,Sector,2025-11,10y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT & HIGHWAYS,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-11,lifetime,sector_historical_priors,304,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-11,10y,sector_historical_priors,297,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-11,5y,sector_historical_priors,215,2024-04,PASS
ROAD TRANSPORT AND HIGHWAYS,Sector,2025-11,3y,sector_historical_priors,143,2024-04,PASS
SHIPPING,Sector,2025-11,lifetime,sector_historical_priors,26,2018-03,PASS
SHIPPING,Sector,2025-11,10y,sector_historical_priors,3,2018-03,PASS
SHIPPING,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
SHIPPING,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
STEEL,Sector,2025-11,lifetime,sector_historical_priors,45,2023-09,PASS
STEEL,Sector,2025-11,10y,sector_historical_priors,27,2023-09,PASS
STEEL,Sector,2025-11,5y,sector_historical_priors,10,2023-09,PASS
STEEL,Sector,2025-11,3y,sector_historical_priors,2,2023-09,PASS
TELECOMMUNICATIONS,Sector,2025-11,lifetime,sector_historical_priors,61,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-11,10y,sector_historical_priors,9,2020-03,PASS
TELECOMMUNICATIONS,Sector,2025-11,5y,sector_historical_priors,0,,PASS_NO_EVIDENCE
TELECOMMUNICATIONS,Sector,2025-11,3y,sector_historical_priors,0,,PASS_NO_EVIDENCE
UNKNOWN,Sector,2025-11,lifetime,sector_historical_priors,271,2025-10,PASS
UNKNOWN,Sector,2025-11,10y,sector_historical_priors,257,2025-10,PASS
UNKNOWN,Sector,2025-11,5y,sector_historical_priors,208,2025-10,PASS
UNKNOWN,Sector,2025-11,3y,sector_historical_priors,163,2025-10,PASS
URBAN DEVELOPMENT,Sector,2025-11,lifetime,sector_historical_priors,33,2024-03,PASS
URBAN DEVELOPMENT,Sector,2025-11,10y,sector_historical_priors,31,2024-03,PASS
