project_id,project_name,agency,legacy_ocms_code,state,approval_start_date,actual_completion_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,report_month,source_file,source_table
611659,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E Ministry of Railways Railways Total (1) 1433.28,Power Grid Corporation of India Limited [POWERGRID],,Rajasthan (03/2023),2023-03,2026-01,2024-09,2026-01,1433.28,1433.0,1433.0,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
611937,Adraj Moti Vijapur 40 Kms Gujarat 05/2022,WR,,Gujarat,,2025-12,2026-05,2025-12,417.53,417.53,513.61,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
612063,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion, and associated works at Prayagraj Airport- On Design & Build Basis. Ministry of Coal Coal Total (1) 219.18 215.51",Airport Authority of India [AAI],,Uttar Pradesh,2023-08,2025-10,2024-11,2025-10,219.18,274.38,215.51,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
612135,Hostel 4 -Earlier Known as Hostel 20 Maharashtra 09/2022 Department of Telecommunications Total (2) 602.74 546.09,"Indian Institute of Technology, Bombay",,Maharashtra,,2025-12,2025-09,2025-12,182.33,,178.17,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
612239,Construction of 100 bedded ESIC Hospital & 32 nos. of Staff qtrs at OMPURA J&K. Ministry of Petroleum & Natural Gas Total (1) 131.05 162.05 Jammu and Kashmir 09/2019,Employee's State Insurance Company [ESIC],,Jammu and Kashmir,,2025-12,2024-09,2025-12,131.05,164.93,162.05,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
702842,Nagpur Water Supply Infrastructure Project Maharashtra 12/2015 Ministry of Labour and Employment Healthcare Total (1) 273.78 267.57,Ministry of Housing & Urban Affairs,,Maharashtra,,2026-01,2023-03,2026-01,273.78,271.86,267.57,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
705300,Western Region Video Surveillance Project PAN India 06/2020,RCIL,,Maharashtra,,2026-01,2023-12,2026-07,227.59,,0.0,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
705779,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau Uttar Pradesh 05/2017",PAIMANA,,Uttar Pradesh,,2025-12,2024-12,2025-12,1178.0,2215.0,2217.85,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
705784,Janghai-Phaphamau Doubling Rail Line Project Uttar Pradesh 11/2018 Ministry of Steel Steel Total (4) 2180.12 3576.3,RVNL,,Uttar Pradesh,,2025-01,2025-03,2025-01,357.0,978.77,844.84,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
709748,BIKANER SOLAR POWER PROJECT Rajasthan 10/2021,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,,Rajasthan,,2025-12,2024-04,2025-12,5491.89,,5523.11,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
709858,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL PAN India 02/2024 Ministry of Civil Aviation Aviation & Aviation Infrastructure Total (1) 810.99 786.86,BSNL,,PAN India,,2025-10,2025-08,2025-10,810.99,,786.86,2025-12,FlashReport_December_2025.pdf,Table 3: Completed Projects
400234,"Third Railway Line between Patratu-Sonnagar [291 kms] Total (1) 5690.22 Multi-States (Bihar,",RVNL - II,,Jharkhand) (08/2018),2016-11,2026-02,2026-03,2026-07,8975.0,8975.0,5690.22,2026-01,FlashReport_January_2026.pdf,Table 3: Completed Projects
400235,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of existing PSU OMC's Depots from Jammu City Ministry of Power Transmission & Distribution Total (1) 676.89 587.36 Jammu and Kashmir 04/2023",Bharat Petroleum Corporation Limited [BPCL],,Jammu and Kashmir,,2026-01,2025-03,2026-01,676.89,715.89,587.36,2026-01,FlashReport_January_2026.pdf,Table 3: Completed Projects
611657,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C Ministry of Railways Railways Total (1) 2820.99 2820.99,Power Grid Corporation of India Limited [POWERGRID],,Gujarat (03/2023),2023-03,2026-01,2025-03,2026-01,2820.99,,2820.99,2026-01,FlashReport_January_2026.pdf,Table 3: Completed Projects
400161,"PP Project, Pata Uttar Pradesh 03/2019 Ministry of Power Transmission & Distribution Total (3) 1937.43 1556.56",Gas Authority of India Limited [GAIL],,Uttar Pradesh,,2026-02,2024-01,2026-02,910.56,1299.02,1082.0,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
611944,Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms,Western Railway [WR] - II,,Gujarat (02/2023),2023-02,2026-02,2026-03,2026-01,152.44,152.44,120.36,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1 Ministry of Railways Railways Total (1) 2190.54 2190.54,Power Grid Corporation of India Limited [POWERGRID],,Rajasthan (09/2023),2023-09,2026-03,2025-04,2026-02,2190.54,,2190.54,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
618424,Construction of 2-Laning with hard shoulders of Hayuliang Hawai bypass Road on EPC basis from design Km. 51.825 to Km. 63.131 Existing Km 45.050 of HayuliangHawai road to Hawai Town under SARDP-NE -Balance work Pkg - IV Total (1) 256.66 Arunachal Pradesh 01/2017,NHIDCL,,Arunachal Pradesh,,2023-05,2026-07,,256.66,216.76,0.0,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
702948,Jaunpur Sewerage Management Infrastructure Project Uttar Pradesh 03/2017 Ministry of Petroleum & Natural Gas Total (1) 235.73 231.62,Ministry of Housing & Urban Affairs,,Uttar Pradesh,,2026-03,2023-06,2026-03,235.73,231.62,231.62,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
705635,"Trivandrum- Kanyakumari Ministry of Road Transport & Highways Roads & Highways Total (3) 1892.1 3314.19 Multi-States (Kerala,",Southern Railway [SR] - I,N22000399,Tamil Nadu) (03/2016),2017-08,2026-03,2025-03,2026-12,1432.0,3785.45,2882.55,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
705789,Penukonda - Dharmavaram Doubling Project [41.5 Km] Andhra Pradesh 06/2018,South Western Railway [SWR] - II,,Andhra Pradesh,,2026-02,2026-03,2026-03,307.66,307.66,311.28,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
709789,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR,Bharat Petroleum Corporation Limited [BPCL],,Maharashtra (03/2023),2023-03,2026-02,2025-07,2026-02,405.0,343.0,254.56,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
709790,Replacement and Extension of Jetty Pipelines [REJP] at KR Kerala 03/2023,Bharat Petroleum Corporation Limited [BPCL],,Kerala,,2026-02,2026-03,2026-02,621.87,372.0,220.0,2026-02,FlashReport_February_2026.pdf,Table 3: Completed Projects
400077,"Grass root POL Terminal at Vallur, Chennai Tamil Nadu 01/2022 Total (2) 814.01",Indian Oil Corporation Limited [IOCL],N16000438,Tamil Nadu,,2026-03,2024-12,2026-03,827.0,887.71,661.1,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
602193,Tehri Pumped Storage Plant Project [4x250 MW] Uttarakhand 07/2006 Transmission & Distribution Total (1) 4825.6 8267.03,THDC India Limited,N18000010,Uttarakhand,,2026-04,2022-06,2026-04,4825.6,8339.0,8267.03,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
612185,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat Gujarat. Ministry of Petroleum & Natural Gas Total (1) 209.36 202.62,Employee's State Insurance Company [ESIC],,Gujarat (03/2021),2019-06,2025-06,2026-01,,209.36,,202.62,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
612856,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation Ministry of Railways Railways Total (1) 163.61 163.61 Andhra Pradesh 05/2023,Power Grid Corporation of India Limited [POWERGRID],N18000395,Andhra Pradesh (12/2023),2023-05,2026-03,2025-09,2026-03,163.61,,163.61,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
616235,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport Andhra Pradesh 08/2024,Ministry of Petroleum & Natural Gas,N16000538,Andhra Pradesh,,2026-03,2026-03,2026-03,240.0,240.0,152.91,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618546,Construction of Tunnels/Viaducts at identified sliding/slip zones at Km 130.550 to Km.130.750 Km. 131.170 to Km. 131.763 Km. 132.560 to Km. 133.168 Km. 133.590 to Km. 133.743 and Km. 147.877 to Km. 148.715 of Udhampur-Ramban section of NH-44 Jammu and Kashmir 09/2021,National Highways Authority of India [NHAI],N24001620,Jammu and Kashmir,,2023-10,2025-12,,442.14,533.11,458.86,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618548,Stand-alone Ring road/bypass around Jammu City from Raya Morh km. -0.687 to Jagti km. 57.568 Jammu and Kashmir 12/2017,National Highways Authority of India [NHAI],N24000717,Jammu and Kashmir,,2021-01,2026-01,,2023.88,2117.63,996.53,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618575,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",PAIMANA,N24001548,Assam (01/2023),2022-03,2024-07,2026-02,,457.72,412.15,371.63,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618689,4L Rampur Bypass from Km. 181.000 to Km. 189.500 Uttar Pradesh 10/2021 Ministry of Steel Steel Total (9) 10817.52 6364.77,National Highways Authority of India [NHAI],N24001746,Uttar Pradesh,,2024-04,2026-03,,364.47,307.95,272.05,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618696,"Bellary to Byrapura Section km 253.600 to km 308.550 of NH-150A Multi-States (Andhra Pradesh, Karnataka)",National Highways Authority of India [NHAI],,(10/2019),2018-03,2021-10,2026-03,,1281.47,1689.6,553.21,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618789,6L of IT City Chowk to Kurali Chandigarh Road Punjab 03/2021,National Highways Authority of India [NHAI],N24001631,Punjab,,2024-10,2025-12,,1525.31,1936.54,1695.39,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
618876,"4L of Nagina-Kashipur section from km. 73.00 to km. 175.00 of NH-74 Multi-States (Uttar Pradesh, Uttarakhand)",National Highways Authority of India [NHAI],,(10/2017),2015-01,2020-04,2026-02,,2125.03,2531.19,496.78,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
619115,4L of Byrapura to Challakere Section from km 308.550 to km 358.500 of NH-150 A,National Highways Authority of India [NHAI],,Karnataka (12/2018),2018-03,2020-12,2026-03,,796.77,1195.54,430.26,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
701350,"Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA Ministry of Ports, Shipping and Waterways Total (3) 3499.48 1644.19 Multi-States (Assam,",Ministry of Petroleum & Natural Gas,N16000449,West Bengal) (06/2021),2021-06,2026-03,2024-12,2026-03,860.0,750.0,639.43,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
701568,Construction of oil jetty No.8 at old kandla through internal resources Gujarat 02/2018,Deendayal Port Trust [DPT],,Gujarat,,2024-03,2023-02,2024-07,100.0,225.85,186.47,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
701576,Berth No. 2 [previously Berth 3] of HDC Mechanization Project West Bengal 11/2022 Ministry of Power Electricity Generation Total (2) 398.26 666.47,"Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",,West Bengal,,2026-01,2025-09,2026-01,298.26,298.26,480.0,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
701600,"354 Uncovered Villages Scheme Gujarat, Himachal Pradesh, Jammu and Multi-States (Bihar,",Department of Telecommunications [DoT],,"Multi-States (Bihar, Gujarat, Himachal Pradesh,",,,,,,,,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
702631,"Ahmedabad Metro Rail Project, Phase-II Gujarat 03/2019",Gujarat Metro Rail Corporation Limited [GMRCL],N28000137,Gujarat,,2024-03,2025-12,,5384.17,,5358.41,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
702633,"Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor Ministry of Labour and Employment Healthcare Total (2) 35658.17 33308.54 Multi-States (Delhi, Uttar",National Capital Region Transport Corporation [NCRTC],N28000134,Pradesh) (03/2019),2019-03,2026-02,2025-06,2026-02,30274.0,30274.0,27950.13,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
705651,Katni - Bina Third Railway Line [279 km] Madhya Pradesh 06/2016,West Central Railway WCR I,,Madhya Pradesh,,2026-03,2022-03,2026-02,2478.23,4127.23,3368.11,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
705662,"Hotgi-Kudgi-Gadag Doubling Project Ministry of Road Transport & Highways Roads & Highways Total (2) 4356.23 6139.4 Multi-States (Karnataka,",South Western Railway [SWR] - II,N22000333,Maharashtra) (01/2016),2014-04,2026-03,2024-12,2026-03,1878.0,2459.0,2771.29,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
709766,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts Andhra Pradesh 03/2022",MinistryofPetroleumNaturalGas,N16000485,Andhra Pradesh,,2026-03,2030-03,2026-03,1420.0,1420.0,171.55,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
709827,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX Chhattisgarh 07/2021 Total (1) 349.75 326.85,National Mineral Development Corporation Limited [NMDC],N12000130,Chhattisgarh,,2026-03,2025-12,2026-03,349.75,,326.85,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
709846,Part Replacement Pipeline Project [PRPP] Maharashtra 11/2022,Oil and Natural Gas Corporation Limited [ONGC],N16000515,Maharashtra,,2026-03,2024-05,2026-03,1219.48,1145.1,833.21,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
803420,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-30 Ch 803420 to Ch.824920 [Baletiya Village - Junction near Pratap Nagar Village],National Highways Authority of India [NHAI],N24001518,Gujarat (09/2021),2019-11,2023-09,2026-01,,1800.73,1800.73,1090.06,2026-03,FlashReport_March_2026.pdf,Table 3: Completed Projects
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1 Ministry of Railways Railways Total (2) 1022.74 1022.74,Power Grid Corporation of India Limited [POWERGRID],N18000373,Rajasthan (08/2023),2021-12,2026-04,2025-02,2026-04,688.74,,688.74,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
612151,Transmission System for Evacuation of Power from potential Renewable Energy zone in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,Power Grid Corporation of India Limited [POWERGRID],N18000383,Gujarat (07/2023),2023-07,2026-04,2025-07,2026-04,334.0,,334.0,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
612178,"Construction of 100 Bedded ESIC Hospital building and 32 Nos Residential Quarters at Vallam Vadangal, SIPCOT, Sriperumbudur Ministry of Power Transmission & Distribution Total (1) 152.95 130.22",Employee's State Insurance Company [ESIC],,Tamil Nadu (03/2023),2015-02,2026-05,2025-06,2026-05,152.95,177.01,130.22,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
618555,"Flyover at Km.544.650 including ROB, Service Roads ,Footpath for RCC drains on urban link to Nagpur -Raipur road Pardi octroi Naka to Itwari Total (1) 1097.81 316.23",National Highways Authority of India [NHAI],N24000442,Maharashtra (03/2016),2015-12,2019-03,2026-04,,1097.81,758.4,316.23,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
702735,Sewerage Management Scheme Part-3 Implementation Haryana 03/2017,Ministry of Housing & Urban Affairs,,Haryana,,2026-04,2023-03,2026-04,213.19,,180.32,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
702764,24/7 water supply under AMRUT for Davanagere Karnataka 11/2016,Ministry of Housing & Urban Affairs,,Karnataka,,2026-05,2023-03,2026-05,174.96,,171.6,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
702798,Jabalpur Sewerage Management and Treatment Infrastructure Project Madhya Pradesh 10/2018 Ministry of Labour and Employment Healthcare Total (4) 950.46 783.97,Ministry of Housing & Urban Affairs,,Madhya Pradesh,,2026-04,2023-03,2026-04,362.31,,332.05,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
705503,Pune - Miraj-Londa [467 Kilometres] Maharashtra 06/2016 Ministry of Road Transport & Highways Roads & Highways Total (1) 4027.53 4924.05,Central Railway,N22000359,Maharashtra,,2025-02,2025-08,,4027.53,4872.52,4924.05,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
707267,Upgradation of Sewerage system in Gandhinagar City Gujarat 07/2020,ministry of housing and urban affairs,,Gujarat,,2026-03,2023-06,,200.0,,100.0,2026-04,FlashReport_April2026.pdf,Table 3: Completed Projects
400005,"Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B Nagar Haveli and Daman & Diu, Gujarat,",Power Grid Corporation of India Limited [POWERGRID],N18000337,Maharashtra) (07/2022),2022-01,2026-05,2023-06,2026-05,4546.26,,4546.26,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
400259,Ghatampur Thermal Power Plant 3 X 660 MW Uttar Pradesh 07/2016 Ministry of Housing & Urban Affairs Total (3) 19268.83 23210.44,NLC India Limited [NLCIL],N06000152,Uttar Pradesh,,2026-06,2020-11,2026-06,17237.8,21780.9,21287.24,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
607701,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",Ministry of Petroleum & Natural Gas,N16000414,Assam (05/2021),2021-05,2026-05,2023-10,2026-05,412.3,577.0,487.31,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
611947,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under Phase III- Part E2 Ministry of Road Transport & Highways Roads & Highways Total (2) 4974.56 4974.56,Power Grid Corporation of India Limited [POWERGRID],N18000379,Rajasthan (11/2023),2023-11,2026-05,2025-06,2026-06,428.3,,428.3,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
612188,"Construction of 200 Bedded [Upgradable to 500 Bedded including 50 beds of SST] ESIC Hospital at Bibewadi, Pune Ministry of Petroleum & Natural Gas Total (2) 572.48 471.98",Employee's State Insurance Company [ESIC],N21000033,Maharashtra (03/2023),2018-05,2025-09,2026-08,,429.25,,341.9,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
612201,"Construction of 200 bedded ESIC Hospital with 62 Nos Staff quarters , Beltola Assam 12/2017",Employee's State Insurance Company [ESIC],,Assam,,2026-05,2025-04,2026-06,143.23,154.75,130.08,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
612819,300 MW SPP part of 510 MW CPSU scheme Rajasthan 07/2022,NLC India Limited [NLCIL],N06000269,Rajasthan,,2026-01,2024-09,2026-01,1813.0,1813.0,1753.07,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
615327,50 MW Solar PP Minedout Area Tamil Nadu 08/2023,NLC India Limited [NLCIL],N06000279,Tamil Nadu,,2026-01,2025-03,2026-01,218.03,,170.13,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
619070,Tumkur-Chitradurga Karnataka 04/2010 Total (2) 1863.69 894.06,National Highways Authority of India [NHAI],,Karnataka,,2013-12,2026-05,,839.0,47.44,8.42,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
619137,4L of Dwarka-Khambaliya-Devariya section from km 203.500 to km 176.500 and from km 171.800 to km 125.000 of NH-151A,National Highways Authority of India [NHAI],,Gujarat (02/2020),2019-01,2022-08,2026-05,,1024.69,1753.95,885.64,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
701354,"Mumbai Nagpur Jharsuguda Pipeline Project Multi-States Pradesh, Maharashtra,",Ministry of Petroleum & Natural Gas,N16000398,Odisha) (06/2020),2020-06,2026-05,2023-05,2026-06,7844.25,8255.0,7109.3,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
702639,Ahmedabad Metro Rail Project [Phase-I] Gujarat 11/2014 Waste & Water Total (1) 12521.43,Gujarat Metro Rail Corporation Limited [GMRCL],N28000122,Gujarat,,2026-05,2018-03,2026-05,10773.0,12924.5,12521.43,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
702840,Mira-Bhayandar Water Supply Infrastructure Project Maharashtra 11/2016,Ministry of Housing & Urban Affairs,,Maharashtra,,2026-06,2023-03,2026-06,204.55,,193.2,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
702854,Solapur Sewerage Management Infrastructure Project Maharashtra 03/2017 Ministry of Labour and Employment Healthcare Total (2) 384.79 365.42,Ministry of Housing & Urban Affairs,,Maharashtra,,2026-06,2023-03,2026-06,180.24,,172.22,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
709757,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02 Multi-States (Bihar,",Hindustan Petroleum Corporation Limited,N16000497,Jharkhand) (06/2022),2022-06,2026-05,2030-06,2026-05,1377.0,1377.0,377.51,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
709758,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03 West Bengal 06/2022 Ministry of Power Transmission & Distribution Total (4) 12261.55 8365.03",Hindustan Petroleum Corporation Limited,N16000498,West Bengal,,2026-05,2030-06,2026-05,2628.0,2628.0,390.91,2026-05,FlashReport_May2026.pdf,Table 3: Completed Projects
105236,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building Khammam-Devarapalle Pkg IV [4L Access Controlled Greenfield from Recherla village to Gurvaygudem village Design Chainage 105236 to 132664] Andhra Pradesh 11/2020",PAIMANA,N24001476,Andhra Pradesh (09/2022),2020-11,2024-09,2026-01,,569.37,752.02,499.99,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
113300,Widening/Improvement to 4-Lane with Paved Shoulder from KM 113300 to Km 146230 Design Chainage 113830 to 145712 of Kwaram Taro Village - Dillai Section in Assam on EPC Package-6,NHIDCL,N24001450,Assam (07/2022),2021-09,2024-07,2025-03,,625.64,,578.19,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
144020,Strengthening of existing 4L Ayodhya Bypass Section from design Km. 121 600 to Km. 144020 of NH 28 New NH 27Pkg-3,NHAI,N24002097,Uttar Pradesh (09/2023),2023-03,2025-03,2025-11,,526.45,281.13,270.75,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
170700,Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC mode. Andhra Pradesh 12/2021,MoRTH,N24001953,Andhra Pradesh (09/2022),2021-12,2024-09,2026-04,,436.09,,240.15,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
188830,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala- Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near Bhogiwal village Km 188830 to km 225770,NHAI,N24001415,Punjab (07/2022),2020-12,2024-07,2026-02,,1759.82,1774.32,1695.83,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
37352,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch. 000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH- 248A on EPC mode in the State of Rajasthan.,MoRTH,N24001867,Rajasthan (02/2023),2022-03,2024-07,2025-07,,174.34,,100.48,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
400035,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing Dharmanagar Depot Total (2) 70840.14",Indian Oil Corporation Limited [IOCL],N16000495,Tripura (06/2022),2022-06,2025-09,2026-06,,656.0,656.0,546.57,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
40380,Up-gradation of NH-130C Abhanpur to Paund from NH Km. 0000 to KM 40380 to two lane with paved shoulders in the State of Chhattisgarh on EPC mode.,MoRTH,N24001919,Chhattisgarh (03/2022),2020-12,2023-09,2025-08,,193.16,,116.5,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
43700,Widening to two lane with paved shoulder of Rampachodavaram - Koyyuru section of NH 516E from Km 43700 to Km 113820 in the State of Andhra Pradesh on EPC mode Job No. 737 Andhra Pradesh 03/2022,MoRTH,N24001263,Andhra Pradesh (01/2023),2022-03,2025-01,2026-04,,568.12,,324.96,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
50860,4L Prayagraj Greenfield By-pass from design Km 50860 near Nibi Kala Uperhar to design Km 64763 on NH-19 near Khodaypur Kasgaon including Interchange loop at NH-19,NHAI,N24002106,Uttar Pradesh (12/2023),2023-08,2025-03,2026-02,,1017.99,427.54,412.74,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
56400,Widening and Reconstruction of existing road to four lane from Km.56400 to Km 120300 i.e. from B.Kothapalli Junction to Gorantla excluding Kadiri Bypass from Km 70200 to Km 77105 of NH 716G in the State of Andhra Pradesh on EPC mode Job no. 742 Andhra Pradesh 03/2022,MoRTH,N24001416,Andhra Pradesh (09/2023),2022-03,2025-12,2026-03,,839.98,,415.11,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
60800,Delhi-Amritsar-Katra Expressway Phase-I Pkg-III from Junction with Jind-Panipat road NH-352A near Gangana village to Junction with Jind-Karnal road NH-709A near Alewa village Km 60800 to Km 91400,NHAI,N24001633,Haryana (12/2021),2020-12,2023-12,2025-11,,1606.27,1813.91,1322.85,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H Ministry of Road Transport & Highways Roads & Highways Total (3) 6279.94 6255.25,Power Grid Corporation of India Limited [POWERGRID],N18000374,Rajasthan (10/2023),2023-10,2025-04,2026-06,,1910.0,,1910.0,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW Andhra Pradesh 09/2023,Power Grid Corporation of India Limited [POWERGRID],N18000380,Andhra Pradesh (09/2023),2023-09,2025-09,2026-05,,823.0,,798.31,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
617253,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant Jharkhand 08/2023 Total (1) 513.82 415.18,Steel Authority of India Limited [SAIL],N12000129,Jharkhand,,2025-07,2026-05,,513.82,,415.18,2026-06,FlashReport_June_2026.pdf,Table 3: Completed Projects
